x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.8335764408111572,0.7848183512687683,-5.9112803540983805e-08,0.8075558543205261,0.679812490940094,0.0025520760100334883,0.7682639360427856,0.5964950919151306,-0.004900265950709581,0.7549629211425781,0.5191953778266907,-0.015054874122142792,0.7680044174194336,0.45884984731674194,-0.025865579023957253,0.6794106364250183,0.6260458827018738,-0.00649247644469142,0.6124181151390076,0.651212215423584,-0.01305309496819973,0.63712477684021,0.6709107160568237,-0.020419161766767502,0.6674976944923401,0.6697847247123718,-0.024860573932528496,0.6691983342170715,0.6903290152549744,-0.012380615808069706,0.6076593399047852,0.7048894166946411,-0.011286166496574879,0.6344102621078491,0.7166973948478699,-0.009973770007491112,0.6666854619979858,0.7128195762634277,-0.01012371014803648,0.6705867648124695,0.7522104978561401,-0.017164913937449455,0.623820424079895,0.7569569945335388,-0.012436490505933762,0.6495033502578735,0.7617471218109131,-0.00576741760596633,0.6789767146110535,0.7593708038330078,-0.003165079513564706,0.6803005337715149,0.8055145740509033,-0.02235586568713188,0.6597446203231812,0.7974133491516113,-0.017111623659729958,0.6831105947494507,0.7989668250083923,-0.007995947264134884,0.7053578495979309,0.7969688177108765,-0.0008299061446450651,0
0.8238022327423096,0.7375597953796387,-1.1017666423640549e-07,0.7974221706390381,0.6399597525596619,0.0007115488406270742,0.7549533247947693,0.560214102268219,-0.007368903141468763,0.7371510863304138,0.4874878227710724,-0.01815306581556797,0.7467925548553467,0.4268116354942322,-0.02956804260611534,0.6700189709663391,0.5897106528282166,-0.00883543025702238,0.6036334037780762,0.6294642686843872,-0.020154928788542747,0.6292968988418579,0.6461354494094849,-0.029873838648200035,0.6597909331321716,0.6401519775390625,-0.03548579663038254,0.6635631322860718,0.6489661335945129,-0.015629665926098824,0.5993854999542236,0.6792985200881958,-0.020242273807525635,0.627866804599762,0.6892532706260681,-0.02047361247241497,0.6601808667182922,0.6802607774734497,-0.020569415763020515,0.6673023700714111,0.7067027688026428,-0.021956494078040123,0.6211525201797485,0.7308831214904785,-0.022669944912195206,0.6478886008262634,0.7342532277107239,-0.015788484364748,0.6754957437515259,0.7250194549560547,-0.011956239119172096,0.6782228350639343,0.7587224841117859,-0.028948860242962837,0.6577789783477783,0.7680795788764954,-0.02750338800251484,0.6821733713150024,0.7678279280662537,-0.019179847091436386,0.7033858299255371,0.7599058151245117,-0.01216687262058258,0
0.8048702478408813,0.7154524922370911,-1.288723723291696e-07,0.7748037576675415,0.6281397938728333,-0.0003225379914510995,0.7285412549972534,0.5553513169288635,-0.008694946765899658,0.7074861526489258,0.48863884806632996,-0.019840486347675323,0.7121379375457764,0.43129873275756836,-0.03181545436382294,0.6444659233093262,0.5879467725753784,-0.00730557506904006,0.5897259712219238,0.645199716091156,-0.020204858854413033,0.615547239780426,0.657343864440918,-0.03127414733171463,0.6428568363189697,0.6435282230377197,-0.03789614513516426,0.643345832824707,0.6433801054954529,-0.014747245237231255,0.5921366214752197,0.69490647315979,-0.022010283544659615,0.6197371482849121,0.6993845701217651,-0.02373173087835312,0.6477155089378357,0.6819939017295837,-0.024904128164052963,0.6520804166793823,0.6984427571296692,-0.022285396233201027,0.6099980473518372,0.7391369342803955,-0.02769145928323269,0.63799649477005,0.7404673099517822,-0.022122258320450783,0.6637751460075378,0.7244440317153931,-0.018352827057242393,0.6671620607376099,0.748978853225708,-0.030468923971056938,0.6458910703659058,0.7715219259262085,-0.034364964812994,0.6726583242416382,0.7691420316696167,-0.028127269819378853,0.6940932869911194,0.7552766799926758,-0.021624358370900154,0
0.7944086194038391,0.7382086515426636,-8.334887269256797e-08,0.7771492600440979,0.6467421650886536,0.0006021219887770712,0.7448711395263672,0.5709896683692932,-0.005863617639988661,0.7331579327583313,0.5028319358825684,-0.0144620006904006,0.7430035471916199,0.45083391666412354,-0.023966021835803986,0.6529973149299622,0.5894089937210083,-0.004414079710841179,0.6023041605949402,0.6269216537475586,-0.00984558928757906,0.6236701011657715,0.644540011882782,-0.016803311184048653,0.6500177383422852,0.6420546174049377,-0.021298503503203392,0.6428273320198059,0.6441263556480408,-0.009445816278457642,0.5981522798538208,0.6733954548835754,-0.008006421849131584,0.6211624145507812,0.6838634014129639,-0.00788390263915062,0.6486297845840454,0.6783688068389893,-0.009156067855656147,0.6443095803260803,0.6991546750068665,-0.013735906220972538,0.6117673516273499,0.718024492263794,-0.010701984167098999,0.6342979073524475,0.7238692045211792,-0.005672035273164511,0.6589983701705933,0.7190077900886536,-0.003985339775681496,0.6529229283332825,0.7491561770439148,-0.01862260140478611,0.6379493474960327,0.7552671432495117,-0.01583237200975418,0.660596489906311,0.7581242918968201,-0.008455409668385983,0.6807872653007507,0.7530597448348999,-0.002198894741013646,0
0.8442070484161377,0.8335422277450562,5.432266902971605e-08,0.8228158950805664,0.7203568816184998,-0.0012250732397660613,0.7903741598129272,0.6309767365455627,-0.012738737277686596,0.784957766532898,0.5462415814399719,-0.026217738166451454,0.8044034242630005,0.4840209186077118,-0.039656829088926315,0.6933662295341492,0.6673551797866821,-0.013756027445197105,0.6216849684715271,0.6700654029846191,-0.022454051300883293,0.6501098275184631,0.6819099187850952,-0.029842272400856018,0.68180251121521,0.686079204082489,-0.03342032805085182,0.6813563108444214,0.7342406511306763,-0.018354779109358788,0.6141306161880493,0.7270217537879944,-0.017329590395092964,0.6415078639984131,0.7305716276168823,-0.015107711777091026,0.6734954714775085,0.7321898937225342,-0.014890320599079132,0.681678056716919,0.7968295812606812,-0.021834563463926315,0.632100522518158,0.7807164788246155,-0.01585751585662365,0.6568986773490906,0.7792254090309143,-0.006791167892515659,0.6850084066390991,0.7820419073104858,-0.00288275140337646,0.6903810501098633,0.8497859239578247,-0.025967121124267578,0.6616125106811523,0.8264304399490356,-0.017785584554076195,0.6855422258377075,0.8245388865470886,-0.00419457396492362,0.7086129784584045,0.8270133137702942,0.005704857874661684,0
0.8471235036849976,0.7519612908363342,1.1715155068259264e-08,0.8242889642715454,0.6480021476745605,-0.004414666909724474,0.790737509727478,0.5614871978759766,-0.018817035481333733,0.7817448973655701,0.4799868166446686,-0.034733712673187256,0.7957115173339844,0.41586732864379883,-0.05048460140824318,0.7015697956085205,0.597488522529602,-0.024674152955412865,0.618937611579895,0.6079907417297363,-0.03899914771318436,0.647457480430603,0.6197959780693054,-0.04812302440404892,0.6813029646873474,0.6212822198867798,-0.052440714091062546,0.6913825869560242,0.6624404788017273,-0.029310317710042,0.6134308576583862,0.6663549542427063,-0.03434308245778084,0.6441106796264648,0.6700960397720337,-0.03212674334645271,0.6792715787887573,0.6679632663726807,-0.030816925689578056,0.6927337050437927,0.723956823348999,-0.032979387789964676,0.6364443302154541,0.7233097553253174,-0.03155995532870293,0.6643566489219666,0.7229121923446655,-0.02066660299897194,0.6943813562393188,0.7202604413032532,-0.01464789267629385,0.7026360630989075,0.7778186202049255,-0.03765451908111572,0.6739554405212402,0.7653589248657227,-0.032958753407001495,0.6986330151557922,0.7631680369377136,-0.02019454538822174,0.7218437790870667,0.7618367075920105,-0.01062832772731781,0
0.8166443109512329,0.7098262310028076,1.4476324139423014e-08,0.7906927466392517,0.6031827926635742,-0.0031066122464835644,0.7488022446632385,0.5120029449462891,-0.013715864159166813,0.7348400950431824,0.43036210536956787,-0.025854915380477905,0.7463464140892029,0.3636782169342041,-0.03851902857422829,0.6453867554664612,0.5527664422988892,-0.01201422605663538,0.5781748294830322,0.5904169082641602,-0.018198132514953613,0.6039863228797913,0.6032527089118958,-0.023004822432994843,0.6348838210105896,0.5978904366493225,-0.02611887827515602,0.6387384533882141,0.6195951700210571,-0.01816394366323948,0.5692355632781982,0.6389222741127014,-0.019120676442980766,0.599923312664032,0.6463549733161926,-0.017391560599207878,0.6359581351280212,0.6411866545677185,-0.01680939458310604,0.645331859588623,0.6827844381332397,-0.02339729107916355,0.5892148017883301,0.6884627938270569,-0.02399793453514576,0.6200435757637024,0.6913819909095764,-0.015427874401211739,0.6522322297096252,0.6875762343406677,-0.010352595709264278,0.6607512831687927,0.7398200035095215,-0.029230521991848946,0.6280200481414795,0.7325636148452759,-0.02996193990111351,0.655991792678833,0.733542263507843,-0.019455865025520325,0.6806032061576843,0.7310899496078491,-0.010252825915813446,0
0.7449781894683838,0.8313534259796143,9.619089524903757e-09,0.7196786403656006,0.7289091348648071,-0.00407669460400939,0.6849537491798401,0.646154522895813,-0.014487991109490395,0.6733558773994446,0.5705621838569641,-0.027011489495635033,0.6834986805915833,0.510197639465332,-0.03979022428393364,0.5861543416976929,0.6857805252075195,-0.005811273120343685,0.5376968383789062,0.7035560607910156,-0.01477900892496109,0.5583842992782593,0.7189313173294067,-0.025668054819107056,0.5836096405982971,0.7219977974891663,-0.0324653759598732,0.5777702927589417,0.7495232820510864,-0.010263298638164997,0.531055212020874,0.7568302154541016,-0.011172349564731121,0.5542612671852112,0.7637300491333008,-0.013603034429252148,0.5840599536895752,0.7640387415885925,-0.015914877876639366,0.5812901258468628,0.80886310338974,-0.014602049253880978,0.5514736175537109,0.8047780990600586,-0.012114943005144596,0.5725228786468506,0.8065956830978394,-0.008623672649264336,0.5987633466720581,0.8069043755531311,-0.007375776767730713,0.5922752022743225,0.8590807914733887,-0.020085696130990982,0.5790721774101257,0.8459764122962952,-0.015483765862882137,0.6000522971153259,0.8440611958503723,-0.007148510776460171,0.6210324764251709,0.8423115611076355,-8.898648957256228e-05,0
0.7864092588424683,0.7988482713699341,-2.127194846934799e-07,0.7571499943733215,0.7217522263526917,0.0038869567215442657,0.7131298780441284,0.6504908204078674,-0.0023383318912237883,0.6936688423156738,0.5885077714920044,-0.012167108245193958,0.7018061876296997,0.5352907776832581,-0.02265077829360962,0.6378313302993774,0.6664701104164124,-0.0032059510704129934,0.5760324597358704,0.7201212048530579,-0.016480576246976852,0.6000786423683167,0.7392785549163818,-0.026629460975527763,0.6275594830513,0.729190468788147,-0.03260970488190651,0.6363330483436584,0.7134703993797302,-0.012620649300515652,0.5752966403961182,0.7685601711273193,-0.02151114121079445,0.6026593446731567,0.7780181169509888,-0.021934447810053825,0.6306828856468201,0.7626506090164185,-0.02186429686844349,0.6430532932281494,0.7645021677017212,-0.022143369540572166,0.5905460119247437,0.8130266070365906,-0.029618484899401665,0.6187295913696289,0.8169099688529968,-0.022423092275857925,0.6445433497428894,0.8012635707855225,-0.01722630485892296,0.6554959416389465,0.8154357075691223,-0.0318564772605896,0.625787079334259,0.8491111993789673,-0.037762600928545,0.6525866985321045,0.8462767004966736,-0.03124193288385868,0.6750895380973816,0.8311981558799744,-0.02450624667108059,0
0.7827409505844116,0.8176616430282593,3.938654558055532e-08,0.7650288343429565,0.7196802496910095,-0.0025628036819398403,0.737162172794342,0.6404180526733398,-0.012198916636407375,0.7311902642250061,0.5679552555084229,-0.023996077477931976,0.7455314993858337,0.5133491158485413,-0.0359514094889164,0.6435100436210632,0.6716342568397522,-0.005122961010783911,0.5892279148101807,0.6825167536735535,-0.013247002847492695,0.6113440990447998,0.693558394908905,-0.02291916124522686,0.6380804181098938,0.6955403089523315,-0.02843342162668705,0.633468508720398,0.7305334210395813,-0.008931404910981655,0.5842522978782654,0.7318417429924011,-0.008425392210483551,0.6058550477027893,0.7360281944274902,-0.009886200539767742,0.6333836317062378,0.7362759113311768,-0.012089119292795658,0.634865403175354,0.7860256433486938,-0.012564943172037601,0.5958901047706604,0.7783346176147461,-0.009333133697509766,0.6155021786689758,0.7793529033660889,-0.004600859247148037,0.6406334638595581,0.7810770273208618,-0.0026370089035481215,0.6436207890510559,0.8337563872337341,-0.01702025532722473,0.6197037100791931,0.8180477619171143,-0.011958081275224686,0.6392800211906433,0.817345142364502,-0.002272392623126507,0.6604395508766174,0.8187242746353149,0.005514467600733042,0
